source_id,source_name,author,title,description,url,publishedAt,content,category_hint,fetched_at
,The Japan Times,The Japan Times,Asia-Pacific leaders call for shared trade benefits as APEC summit wraps up,"U.S. President Donald Trump did not attend the event, but a joint declaration appeared to reflect U.S. views, and did not mention multilateralism or the World Trade Organization.",https://www.japantimes.co.jp/news/2025/11/01/asia-pacific/politics/apec-summit-trade-wrapup/,2025-11-01T08:46:00Z,"GYEONGJU, South Korea Facing deepening fractures in the global trade order, Asia-Pacific leaders adopted a joint declaration that emphasized the need for resilience and shared benefits in trade at th… [+486 chars]",keyword,2025-11-03T09:57:01.597635
rte,RTE,David Murphy,Why damage from US tariffs may not be as bad as feared,"A former US Commerce Secretary, who served during Donald Trump's first term in office, believes Ireland will avoid the most painful consequences of White House's economic policies.",https://www.rte.ie/news/analysis-and-comment/2025/1101/1541559-ireland-tariffs-analysis/,2025-11-01T08:06:43Z,"One person with intimate knowledge of Donald Trump's thinking on tariffs is businessman Wilbur Ross.
He was US Commerce Secretary in Mr Trumps first term as US president from 2017 to 2021.
Mr Ross … [+4417 chars]",keyword,2025-11-03T09:57:01.597638
the-times-of-india,The Times of India,Sneha Kulkarni,"22K gold rate today: Check gold jewellery prices of Malabar Gold & Diamonds, Tanishq, Joyalukkas and Kalyan Jewellers","Gold prices have dipped after a festive surge, presenting a buying opportunity for consumers.  Major jewelers like Malabar, Joyalukkas, and Kalyan offer 22K gold at Rs 11,275 per gram, while Tanishq is slightly higher at Rs 11,340.  IBJA rates also show a dec…",https://economictimes.indiatimes.com/wealth/invest/22k-gold-rate-today-check-gold-jewellery-prices-of-malabar-gold-diamonds-tanishq-joyalukkas-and-kalyan-jewellers/articleshow/125012281.cms,2025-11-01T08:02:59Z,Gold prices in India have eased following the steep surge witnessed during the festive period of Dhanteras and Deepawali. The spot gold price on the Multi Commodity Exchange of India (MCX) on October… [+2701 chars],keyword,2025-11-03T09:57:01.597641
,Antaranews.com,"Agatha, Kenzu",Indonesia's Megawati urges new global order based on Pancasila values,"Former Indonesian president Megawati Soekarnoputri has urged the international community to build a new global order founded on humanity, justice, and ...",https://en.antaranews.com/news/389389/indonesias-megawati-urges-new-global-order-based-on-pancasila-values,2025-11-01T07:28:07Z,"Jakarta (ANTARA) - Former Indonesian president Megawati Soekarnoputri has urged the international community to build a new global order founded on humanity, justice, and equality through the universa… [+1853 chars]",keyword,2025-11-03T09:57:01.597643
,Ndtvprofit.com,Bloomberg News,Stock Bulls Power S&P 500's Historic Winning Run: Markets Wrap,"Wall Street’s bull market got fresh fuel at end of a month that’s lived up to its volatile reputation, with earnings optimism outweighing worries about a rally that’s heavily concentrated on tech giants.",https://www.ndtvprofit.com/global-economics/stock-bulls-power-sp-500s-historic-winning-run-markets-wrap,2025-11-01T07:12:09Z,"Wall Streets bull market got fresh fuel at end of a month thats lived up to its volatile reputation, with earnings optimism outweighing worries about a rally thats heavily concentrated on tech giants… [+1779 chars]",keyword,2025-11-03T09:57:01.597646
financial-post,Financial Post,Bloomberg News,Egypt’s Geopolitical Balancing Act Wins Over Trump — For Now,"Cairo has strong relations with Russia, China and just about everyone, but ties with Israel remain strained.",https://financialpost.com/pmn/business-pmn/egypts-geopolitical-balancing-act-wins-over-trump-for-now,2025-11-01T06:55:08Z,"There was intense pressure from foreign governments, an Egyptian government official conceded, adding that Cairo did not and will not succumb. Displacement of Palestinians into the Sinai is a red lin… [+4336 chars]",keyword,2025-11-03T09:57:01.597648
,Biztoc.com,bloomberg.com,Egypt’s Geopolitical Balancing Act Wins Over Trump — For Now,,https://biztoc.com/x/cb93901500027aa6,2025-11-01T06:40:56Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Nexperia halt chip supplies to China? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How will government shutdow… [+739 chars]",keyword,2025-11-03T09:57:01.597651
,EURACTIV,Thomas Moller-Nielsen,Europe’s frightful economy,"Investors are spooked, consumers are afraid, and policymakers are haunted by the spectre of a US military withdrawal and potential conflict with Russia. Can Europe overcome its fears?",https://www.euractiv.com/news/europes-frightful-economy/,2025-11-01T06:00:58Z,"Halloween came and went this week and, with it, the annual opportunity for otherwise self-respecting adults to dress up as ghosts, ghouls, and other ghastly entities. Arguably, however, nothing is as… [+8454 chars]",keyword,2025-11-03T09:57:01.597654
the-irish-times,The Irish Times,Caroline O'Doherty,High stakes at Cop30: ‘Climate denialism is back at a point we thought we’d moved on from’,"Global talks in Brazil take place against a grim political and scientific backdrop, as Donald Trump rejects climate change as a ‘con job’ and even the host country’s credentials are in doubt",https://www.irishtimes.com/life-style/people/2025/11/01/high-stakes-at-cop30-climate-denialism-is-back-at-a-point-we-thought-wed-moved-on-from/,2025-11-01T06:00:00Z,"As a backdrop to optimism, Belém has plenty to offer. 
The waterside city in northern Brazil is the gateway to Amazonia and the rivers and rainforests that represent all that is rich, vibrant and vi… [+14249 chars]",keyword,2025-11-03T09:57:01.597656
,Naturalnews.com,Belle Carter,Somali Airlines set to return after 30 years amid security concerns and regional tensions,"Somali Airlines, grounded since 1991 due to civil war, plans to resume operations by late 2025, symbolizing national recovery efforts under Transport Minister Mohamed Farah. Persistent threats from Al-Shabaab, political instability and aviation safety concern…",https://www.naturalnews.com/2025-11-01-somali-airlines-set-to-return-amid-security-concerns.html,2025-11-01T06:00:00Z,"<ul><li>Somali Airlines, grounded since 1991 due to civil war, plans to resume operations by late 2025, symbolizing national recovery efforts under Transport Minister Mohamed Farah.</li><li>Persisten… [+4481 chars]",keyword,2025-11-03T09:57:01.597659
,Naturalnews.com,Willow Tohi,Trump and Xi strike a tentative truce in an economic cold war,"U.S. and Chinese leaders agree to de-escalate trade tensions following a high-stakes meeting in South Korea. The agreement includes China resuming purchases of U.S. farm goods and easing restrictions on rare earth mineral exports. In a key concession, the U.S…",https://www.naturalnews.com/2025-11-01-trump-xi-tentative-truce-economic-cold-war.html,2025-11-01T06:00:00Z,<ul><li>U.S. and Chinese leaders agree to de-escalate trade tensions following a high-stakes meeting in South Korea.</li><li>The agreement includes China resuming purchases of U.S. farm goods and eas… [+5892 chars],keyword,2025-11-03T09:57:01.597662
,Naturalnews.com,Belle Carter,Russian lawmaker: Moscow could send NUKES to Cuba and Venezuela,"A senior Russian lawmaker, Alexey Zhuravlyov, warned that Moscow could station nuclear-capable missiles in Cuba and Venezuela, deliberately escalating tensions with the U.S. and invoking Cold War-era brinkmanship. Putin showcased advanced nuclear weapons test…",https://www.naturalnews.com/2025-11-01-lawmaker-russia-could-send-nukes-cuba-venezuela.html,2025-11-01T06:00:00Z,"<ul><li>A senior Russian lawmaker, Alexey Zhuravlyov, warned that Moscow could station nuclear-capable missiles in Cuba and Venezuela, deliberately escalating tensions with the U.S. and invoking Cold… [+5367 chars]",keyword,2025-11-03T09:57:01.597664
,Globalsecurity.org,John Pike,Raksha Mantri & US Secretary of War meet on the margins of 12th ADMM-Plus in Kuala Lumpur,"Raksha Mantri Shri Rajnath Singh met with US Secretary of War Mr Pete Hegseth on the sidelines of 12th ASEAN Defence Ministers' Meeting - Plus (ADMM-Plus) in Kuala Lumpur, Malaysia on October 31, 2025",https://www.globalsecurity.org/wmd/library/news/india/2025/india-251031-india-pib01.htm,2025-11-01T04:57:38Z,"India - Press Information Bureau
Ministry of Defence
Ink 10-year framework for US-India major defence partnership
Defence framework will provide policy direction to the entire spectrum of the Indi… [+2839 chars]",keyword,2025-11-03T09:57:01.597667
,The Indian Express,Venkatesh Kannaiah,"Indigenous databases like ShaktiDB will reduce dependence on foreign interests: Shankar Raman, CEO, IITM Pravartak","Shankar Raman says IITM Pravartak aims to bridge India’s research-to-industry gap by developing indigenous technologies in sensors, networking, control systems and deep tech.",https://indianexpress.com/article/technology/tech-news-technology/shaktidb-dependence-database-foreign-interests-shankar-raman-ceo-iitm-pravartak-10338311/,2025-11-01T04:30:36Z,"Shankar Raman is the CEO of IITM Pravartak Technologies Foundation, which houses the Technology Innovation Hub on Sensors, Networking, Actuators, and Control Systems (SNACS). A Section 8 company host… [+14437 chars]",keyword,2025-11-03T09:57:01.597671
abc-news-au,ABC News (AU),Jano Gibson,Australia criticises 'lost opportunity' for strengthened Antarctic conservation,"The Australian government says it's ""disappointed"" after an international conservation meeting in Hobart failed to reach agreement on improved protection measures in Antarctica.",https://www.abc.net.au/news/2025-11-01/antarctic-conservation-krill-fishing-ccamlr/105958414,2025-11-01T04:15:09Z,"The Australian government has described an international summit's failure to reach agreement on strengthened conservation measures in Antarctica as a ""lost opportunity"".
The Commission for the Conse… [+7376 chars]",keyword,2025-11-03T09:57:01.597673
,Juancole.com,The Conversation,How Women Journalists and Activists have been Changing the Middle East,"By Farinaz Basmechi, L’Université d’Ottawa/University of Ottawa (The Conversation) - Last month marked the third anniversary of the Woman, Life, Freedom movement in Iran, an uprising that has been described as the country’s most significant movement since the…",https://www.juancole.com/2025/11/journalists-activists-changing.html,2025-11-01T04:04:57Z,"By Farinaz Basmechi, LUniversité dOttawa/University of Ottawa
(The Conversation) – Last month marked the third anniversary of the Woman, Life, Freedom movement in Iran, an uprising that has been des… [+6346 chars]",keyword,2025-11-03T09:57:01.597676
,Americanthinker.com,,Secession or Submission: Brussels Steps Up the Pressure,"Europe’s deepening economic crisis and a rising conservative front in Eastern Europe are putting the European Union under pressure. Brussels is responding repressively to this growing strain, stepping onto the thin ice of censorship and thought...",https://www.americanthinker.com/articles/2025/11/secession_or_submission_brussels_steps_up_the_pressure.html,2025-11-01T04:00:00Z,"Europe’s deepening economic crisis and a rising conservative front in Eastern Europe are putting the European Union under pressure. Brussels is responding repressively to this growing strain, steppin… [+6904 chars]",keyword,2025-11-03T09:57:01.597682
,Americanthinker.com,,Arrest Zohran Kwane Mamdani,Arrest Zohran Kwane Mamdani. Not because he may have lied on his immigration documents. Not because he’s a self-proclaimed communist set on overthrowing the country. Not because he’s an Israel-hating Islamist hellbent on Sharia Law. He sh...,https://www.americanthinker.com/articles/2025/11/arrest_zohran_kwane_mamdani.html,2025-11-01T04:00:00Z,Arrest Zohran Kwane Mamdani. Not because he may have lied on his immigration documents. Not because he’s a self-proclaimed communist set on overthrowing the country. Not because he’s an Israel-hating… [+5748 chars],keyword,2025-11-03T09:57:01.597685
,Americanthinker.com,,Waking Up to Cybersecurity Chaos,"As Cybersecurity Awareness Month comes to a close, it ends having given us all a small glimpse into the potential chaos that awaits us if hackers had their way.

A couple of weeks ago, Amazon Web Services suffered a massive outage that took down we...",https://www.americanthinker.com/articles/2025/11/waking_up_to_cybersecurity_chaos.html,2025-11-01T04:00:00Z,"As Cybersecurity Awareness Month comes to a close, it ends having given us all a small glimpse into the potential chaos that awaits us if hackers had their way.
A couple of weeks ago, Amazon Web Ser… [+6277 chars]",keyword,2025-11-03T09:57:01.597687
the-times-of-india,The Times of India,Reuters,5 world market themes for the week ahead,"Markets face a crucial November. The U.S. government shutdown impacts economic data. Central banks in the U.S., Europe, and Japan are making key decisions. The Bank of England's meeting could bring significant market moves. Oil prices remain uncertain. Austra…",https://economictimes.indiatimes.com/markets/stocks/news/5-world-market-themes-for-the-week-ahead/articleshow/125009443.cms,2025-11-01T03:58:55Z,A roller-coaster 2025 is entering its final weeks. The one-year anniversary of Donald Trump's victory in the U.S. presidential election arrives alongside key central bank decisions and earnings that … [+4257 chars],keyword,2025-11-03T09:57:01.597690
,Antaranews.com,Xinhua,"Xi, Trump meet in Busan to steady ties, shore up global confidence","Under global gaze and before flashing cameras, Chinese President Xi Jinping and his US counterpart, Donald Trump, shook hands here on Oct. 30 for a highly ...",https://en.antaranews.com/news/389377/xi-trump-meet-in-busan-to-steady-ties-shore-up-global-confidence,2025-11-01T03:46:34Z,"Busan, South Korea (ANTARA) - Under global gaze and before flashing cameras, Chinese President Xi Jinping and his US counterpart, Donald Trump, shook hands here on Oct. 30 for a highly anticipated me… [+7701 chars]",keyword,2025-11-03T09:57:01.597694
,Ndtvprofit.com,Bloomberg News,Canada Backs 25 Critical Minerals Projects In G-7 Initiative,"Prime Minister Mark Carney's government announced 25 new investments, partnerships and measures totaling C$1.4 billion ($1 billion) at the Group of Seven energy ministers' meeting on Friday.",https://www.ndtvprofit.com/global-economics/canada-backs-25-critical-minerals-projects-in-g-7-initiative,2025-11-01T02:27:15Z,"Rio Tinto Group and Nouveau Monde Graphite Inc. are among more than a dozen companies set to benefit from a Group of Seven initiative to strengthen access to critical minerals.
Canadian Prime Minist… [+3006 chars]",keyword,2025-11-03T09:57:01.597696
the-times-of-india,The Times of India,Reuters,Saudi billions poised for Syria but US sanctions remain a barrier,"Saudi Arabian firms are planning billion-dollar investments in Syria's reconstruction, focusing on energy, finance, and telecoms. Major players like ACWA Power and STC are eyeing the market, but U.S. sanctions, particularly the Caesar sanctions, pose signific…",https://economictimes.indiatimes.com/news/international/world-news/saudi-billions-poised-for-syria-but-us-sanctions-remain-a-barrier/articleshow/125008434.cms,2025-11-01T01:55:21Z,"Major Saudi Arabian firms are planning billion-dollar investments in Syria as part of the kingdom's business-forward approach to the country's recovery, but U.S. sanctions and a fractured Syrian stat… [+4728 chars]",keyword,2025-11-03T09:57:01.597699
,Forbes,"John Werner, Contributor, 
 John Werner, Contributor
 https://www.forbes.com/sites/johnwerner/",AI Chips For The Future,"AI transformation depends on specialized chip innovation—power, cooling, cost, and design speed drive the next hardware era.",https://www.forbes.com/sites/johnwerner/2025/10/31/ai-chips-for-the-future/,2025-11-01T01:47:51Z,"Microchip and Nvidia logo displayed on a phone screen are seen in this multiple exposure illustration photo taken in Krakow, Poland on April 10, 2023. (Photo by Jakub Porzycki/NurPhoto via Getty Imag… [+8947 chars]",keyword,2025-11-03T09:57:01.597701
the-times-of-india,The Times of India,Rozebud Gonsalves,"FPIs pump Rs 12,206 crore into Indian bonds in October amid relatively stable rupee, Fed rate cut","Overseas funds injected ₹12,206 crore into Indian sovereign bonds in October, driven by a stable rupee and US Federal Reserve rate cuts. Foreign investors increased purchases on days of reported central bank currency intervention and after the Fed's policy mo…",https://economictimes.indiatimes.com/markets/bonds/fpis-pump-rs-12206-crore-into-indian-bonds-in-october-amid-relatively-stable-rupee-fed-rate-cut/articleshow/125008336.cms,2025-11-01T01:44:06Z,"Mumbai: Overseas funds were major buyers of Indian sovereign bonds through the fully accessible route (FAR) in October, investing about 12,206 crore as a relatively stable rupee, reduction in policy … [+2294 chars]",keyword,2025-11-03T09:57:01.597704
the-times-of-india,The Times of India,NYT News Service,Xi delivers veiled warning to nations not to take the US' side,"At an Asia-Pacific summit, China's Xi Jinping urged nations to boost trade and investment, implicitly cautioning against reducing reliance on Chinese supply chains.  He championed  extending chains  over  breaking chains,  while also condemning protectionism …",https://economictimes.indiatimes.com/news/international/world-news/xi-delivers-veiled-warning-to-nations-not-to-take-the-us-side/articleshow/125008273.cms,2025-11-01T01:29:17Z,"Chinese leader Xi Jinping, the de facto geopolitical heavyweight at an Asia-Pacific economic summit, on Friday courted countries for trade and investment, but also implicitly warned them not to join … [+6026 chars]",keyword,2025-11-03T09:57:01.597707
the-times-of-india,The Times of India,TNN,iPhone surge: Apple clocks ‘record revenue’ in India,"Apple has achieved an all-time revenue record in India, mirroring its global growth fueled by strong iPhone 17 and 16 sales. CEO Tim Cook highlighted India's stellar performance, both in production and revenue, with expansion plans in the country unaffected b…",https://timesofindia.indiatimes.com/business/india-business/iphone-surge-apple-clocks-record-revenue-in-india/articleshow/125008260.cms,2025-11-01T01:27:43Z,EMI CalculatorDetermine the monthly installment amount for a loan,keyword,2025-11-03T09:57:01.597709
,Khabarhub.com,Binoj Basnyat,What India Should Consider to Revitalize Ties for Nepal’s Credibility,"Introduction: A relationship at the crossroads: Few bilateral relationships in South Asia are as intertwined and deeply rooted as that between Nepal and India — bound by open borders, the weight of history, geography, shared culture, emotions, and a history o…",https://english.khabarhub.com/2025/01/503412/,2025-11-01T00:15:14Z,"Introduction: A relationship at the crossroads: Few bilateral relationships in South Asia are as intertwined and deeply rooted as that between Nepal and India bound by open borders, the weight of his… [+11354 chars]",keyword,2025-11-03T09:57:01.597712
,Digital Journal,Paul Wallis,Op-Ed: China is looking beyond Trump – The long game will win,"This idiotic global economic guessing game can only go on for so long, and no longer.  This meeting made that clear.
The post Op-Ed: China is looking beyond Trump – The long game will win appeared first on Digital Journal.",https://www.digitaljournal.com/world/op-ed-china-is-looking-beyond-trump-the-long-game-will-win/article,2025-11-01T00:15:00Z,"US President Donald Trump (L) and China's President Xi Jinping shake hands as they arrive for talks at the Gimhae Air Base, located next to the Gimhae International Airport in Busan on October 30, 20… [+2877 chars]",keyword,2025-11-03T09:57:01.597716
,Nep123.com,Editor,Nexperia’s China Supply Halt,"Nexperia Halts Wafer Supply to China Assembly Plant, Intensifying Global Chip Shortage A letter from Dutch chip manufacturer Nexperia to its customers indicates a suspension of wafer supplies to its assembly plant in China. The move, as outlined in the letter…",https://nep123.com/nexperias-china-supply-halt/,2025-10-31T23:05:23Z,"Nexperia Halts Wafer Supply to China Assembly Plant, Intensifying Global Chip Shortage
A letter from Dutch chip manufacturer Nexperia to its customers indicates a suspension of wafer supplies to its… [+2687 chars]",keyword,2025-11-03T09:57:01.597718
,OilPrice.com,Robert Rapier,AI Energy Crunch: Hyperscalers Turn to Small Nuclear Reactors,"After decades of stagnation, nuclear energy is staging a comeback — and it’s no longer the gigawatt-scale reactors of the past leading the charge. Small modular reactors, once dismissed as niche or speculative, have moved to the center of a global energy and …",https://oilprice.com/Alternative-Energy/Nuclear-Power/AI-Energy-Crunch-Hyperscalers-Turn-to-Small-Nuclear-Reactors.html,2025-10-31T23:00:00Z,"Analysts warn that small modular…
The Trump administration has launched…
Local residents and anti-nuclear activists…
By Robert Rapier - Oct 31, 2025, 6:00 PM CDTAfter decades of stagnation, nuclea… [+7707 chars]",keyword,2025-11-03T09:57:01.597721
,Googleblog.com,Open Source Programs Office,This Week in Open Source #11,here is your treat in the form of news and events from the world of open source.,https://opensource.googleblog.com/2025/10/this-week-in-open-source-11.html,2025-10-31T22:30:00Z,"This Week in Open Source for October 31, 2025
A look around the world of open source
by Daryl Ducharme
 & amanda casari
, Google Open Source

Happy Halloween. Here is your treat in the form of news… [+3091 chars]",keyword,2025-11-03T09:57:01.597723
,New York Post,Caitlin Doornbos,"Ukraine welcomes China’s offer to ‘help’ Trump end the war with Russia, despite skepticism","After meeting with Chinese President Xi Jinping, President Donald Trump said the two discussed potential joint efforts to stop the Russia-Ukraine war.",https://nypost.com/2025/10/31/world-news/ukraine-welcomes-chinas-offer-to-help-trump-end-war-with-russia/,2025-10-31T22:15:54Z,Ukrainian President Volodymyr Zelensky’s top advisor praised President Trump for courting China to help end the Russia-Ukraine war as some experts and European officials urged caution in taking Beiji… [+5815 chars],keyword,2025-11-03T09:57:01.597726
financial-post,Financial Post,Bloomberg News,Canada Backs 25 Critical Minerals Projects in G-7 Initiative,Rio Tinto Group and Nouveau Monde Graphite Inc. are among more than a dozen companies set to benefit from a Group of Seven initiative to strengthen access to critical minerals.,https://financialpost.com/pmn/business-pmn/canada-backs-25-critical-minerals-projects-in-g-7-initiative,2025-10-31T22:01:41Z,"(Bloomberg) Rio Tinto Group and Nouveau Monde Graphite Inc. are among more than a dozen companies set to benefit from a Group of Seven initiative to strengthen access to critical minerals.
THIS CONT… [+5355 chars]",keyword,2025-11-03T09:57:01.597730
abc-news-au,ABC News (AU),"Kate Evans, Claire Nichols, Sarah L'Estrange, Nicola Heath, and Declan Fry",Book experts dish on the snubs and surprises in the Booker Prize shortlist,"'Spiky characters' and 'luminous writing': Here's what we thought of the prestigious literary award's 2025 shortlist, the first with Sarah Jessica Parker as judge.",https://www.abc.net.au/news/2025-11-01/booker-prize-shortlist-2025-reading-guide/105938154,2025-10-31T22:00:00Z,"Each year, book lovers around the world eagerly await the announcement of the Booker Prize shortlist.
In 2025, the addition of actor-turned-publisher Sarah Jessica Parker to the judging panel only a… [+15958 chars]",keyword,2025-11-03T09:57:01.597732
,Vox,Sean Illing,We can have growth while fighting climate change,"Climate stories usually start the same way: fire, flood, loss, collapse. The charts are grim. The vibes are worse. But there’s another story in the numbers that starts with what’s working, what’s already being built, and how far we’ve actually come. Hannah Ri…",https://www.vox.com/podcasts/466898/hannah-ritchie-clearing-the-air-climate-change-data-nuclear-belief,2025-10-31T21:56:27Z,"Climate stories usually start the same way: fire, flood, loss, collapse. The charts are grim. The vibes are worse. But theres another story in the numbers that starts with whats working, whats alread… [+13125 chars]",keyword,2025-11-03T09:57:01.597735
,Foreign Policy,Cameron Abadi and Adam Tooze,Why China Is Winning the Trade War,Rare earths and other assets have given Beijing an edge in trade talks with Washington.,http://foreignpolicy.com/2025/10/31/china-winning-trade-war-trump-xi-beijing/,2025-10-31T21:28:36Z,"The leaders of the United States and China, Donald Trump and Xi Jinping, appeared to set their trade war aside at a meeting this week in South Korea. Officials suggest their agreement could evolve in… [+10116 chars]",keyword,2025-11-03T09:57:01.597738
,Japan Today,,"Nvidia to supply 260,000 cutting-edge chips to South Korea","U.S. tech giant Nvidia said on Friday it will supply 260,000 of its most cutting-edge chips to South Korea, as CEO Jensen Huang met President Lee Jae Myung and the heads of Korea's biggest companies on the sidelines of the APEC summit. South Korea is home to …",https://japantoday.com/category/tech/nvidia-to-supply-260-000-cutting-edge-chips-to-south-korea,2025-10-31T21:13:34Z,"U.S. tech giant Nvidia said on Friday it will supply 260,000 of its most cutting-edge chips to South Korea, as CEO Jensen Huang met President Lee Jae Myung and the heads of Korea's biggest companies … [+3073 chars]",keyword,2025-11-03T09:57:01.597740
financial-post,Financial Post,Naimul Karim,Former Carney chief of staff Marco Mendicino joining Cassels law firm,"Marco Mendicino, a former chief of staff to Prime Minister Mark Carney, has joined law firm Cassels Brock &ampamp; Blackwell LLP. Find out more",https://financialpost.com/news/former-carney-chief-of-staff-marco-mendicino-joining-cassels-law-firm,2025-10-31T21:10:36Z,"Marco Mendicino, a former chief of staff to Prime Minister Mark Carney and a long-time member of Parliament, has joined Toronto-based law firm Cassels Brock &amp; Blackwell LLP as senior counsel and … [+4016 chars]",keyword,2025-11-03T09:57:01.597743
marca,Marca,marca.com,Russian flag sparks mid-match intervention at Chennai Open,"The 2025 Chennai Open faced unexpected controversy on Day 5 after tournament officials intervened to remove a Russian flag displayed by spectators, reigniting debate over ongoing r",https://www.marca.com/en/tennis/2025/10/31/6905246822601dce7a8b45bd.html,2025-10-31T21:05:39Z,"The 2025 Chennai Open faced unexpected controversy on Day 5 after tournament officials intervened to remove a Russian flag displayed by spectators, reigniting debate over ongoing restrictions on nati… [+3822 chars]",keyword,2025-11-03T09:57:01.597746
,GlobeNewswire,Terawulf Inc.,TeraWulf Schedules Conference Call for Third Quarter 2025 Financial Results,"Earnings Call Set for Monday, November 10 at 4:30 p.m. ET Earnings Call Set for Monday, November 10 at 4:30 p.m. ET",https://www.globenewswire.com/news-release/2025/10/31/3178657/0/en/TeraWulf-Schedules-Conference-Call-for-Third-Quarter-2025-Financial-Results.html,2025-10-31T20:30:00Z,"EASTON, Md., Oct. 31, 2025 (GLOBE NEWSWIRE) -- TeraWulf Inc. (Nasdaq: WULF) (TeraWulf or the Company), a leading owner and operator of vertically integrated, low-carbon digital infrastructure, today … [+4979 chars]",keyword,2025-11-03T09:57:01.597750
,GlobeNewswire,"Bakkt, LLC",Bakkt and ICE Strengthen Long-Term Alignment Through Board Transition,"NEW YORK, Oct. 31, 2025 (GLOBE NEWSWIRE) -- Bakkt Holdings, Inc. (“Bakkt” or the “Company”) (NYSE:BKKT) announced today that David Clifton, an ICE executive and a founding member of Bakkt’s Board, has stepped down from his position on the Company’s Board, fol…",https://www.globenewswire.com/news-release/2025/10/31/3178652/0/en/Bakkt-and-ICE-Strengthen-Long-Term-Alignment-Through-Board-Transition.html,2025-10-31T20:30:00Z,"NEW YORK, Oct. 31, 2025 (GLOBE NEWSWIRE) -- Bakkt Holdings, Inc. (Bakkt or the Company) (NYSE:BKKT) announced today that David Clifton, an ICE executive and a founding member of Bakkts Board, has ste… [+12222 chars]",keyword,2025-11-03T09:57:01.597752
,The Star Online,Timour Azhari,Saudi billions poised for Syria but US sanctions remain a barrier,"DOHA (Reuters) -Major Saudi Arabian firms are planning billion-dollar investments in Syria as part of the kingdom's business-forward approach to the country's recovery, but U.S. sanctions and a fractured Syrian state apparatus pose formidable obstacles. Read …",https://www.thestar.com.my/news/world/2025/11/01/saudi-billions-poised-for-syria-but-us-sanctions-remain-a-barrier,2025-10-31T20:22:00Z,"DOHA (Reuters) -Major Saudi Arabian firms are planning billion-dollar investments in Syria as part of the kingdom's business-forward approach to the country's recovery, but U.S. sanctions and a fract… [+4820 chars]",keyword,2025-11-03T09:57:01.597755
abc-news-au,ABC News (AU),Cason Ho,True cost of critical minerals becomes clearer amid chase for holy grail,Researchers warn Australia's pursuit of a critical minerals industry could come at a significant cost.,https://www.abc.net.au/news/2025-11-01/will-critical-minerals-cost-australia-too-much/105954636,2025-10-31T20:13:55Z,"Pursuing the holy grail of critical minerals could be economically irrational, and Australia will need to bet on emerging technologies to make it viable, leading researchers say.
Despite global dema… [+5816 chars]",keyword,2025-11-03T09:57:01.597757
,Rigzone,Staff,Oil Steadies Ahead of OPEC+ Talks,Oil prices ended the week steady as traders anticipated another modest OPEC+ output increase.,https://www.rigzone.com/news/wire/oil_steadies_ahead_of_opec_talks-31-oct-2025-182216-article/,2025-10-31T20:05:15Z,"Oil steadied to end the week, with OPEC+ expected to focus on another modest output increase when key members convene this weekend and as US President Donald Trump denied that he was planning a milit… [+2834 chars]",keyword,2025-11-03T09:57:01.597761
,GlobeNewswire,Terawulf Inc.,TeraWulf Inc. Announces Closing of $1.025 Billion 0.00% Convertible Notes Offering,"EASTON, Md., Oct. 31, 2025 (GLOBE NEWSWIRE) -- TeraWulf Inc. (Nasdaq: WULF) (“TeraWulf” or the “Company”), a leading owner and operator of vertically integrated, low-carbon digital infrastructure, today completed its previously announced offering of 0.00% Con…",https://www.globenewswire.com/news-release/2025/10/31/3178632/0/en/TeraWulf-Inc-Announces-Closing-of-1-025-Billion-0-00-Convertible-Notes-Offering.html,2025-10-31T20:05:00Z,"EASTON, Md., Oct. 31, 2025 (GLOBE NEWSWIRE) -- TeraWulf Inc. (Nasdaq: WULF) (TeraWulf or the Company), a leading owner and operator of vertically integrated, low-carbon digital infrastructure, today … [+4908 chars]",keyword,2025-11-03T09:57:01.597763
,OilPrice.com,Editorial Dept,Sudan’s War Enters Its Deadliest Phase Yet,"Politics, Geopolitics & Conflict Russia’s campaign in Ukraine has tightened, with fresh missile and drone strikes on energy infrastructure across Zaporizhzhia and Dnipro cutting nationwide power and forcing Kyiv into rolling blackouts. Moscow claims increment…",https://oilprice.com/Energy/Energy-General/Sudans-War-Enters-Its-Deadliest-Phase-Yet.html,2025-10-31T19:41:56Z,"© OilPrice.com
The materials provided on this Web site are for informational and educational purposes only and are not intended to provide tax, legal, or investment advice.
Nothing contained on the… [+193 chars]",keyword,2025-11-03T09:57:01.597766
,Barchart.com,Rich Asplund,Dollar Gains and Gold Falls on Hawkish Fed Comments,"The dollar index (DXY00 ) on Friday rose by +0.27% and posted a fresh 2.75-month high. Hawkish comments on Friday from Kansas City Fed President Jeff Schmid,...",https://www.barchart.com/story/news/35834726/dollar-gains-and-gold-falls-on-hawkish-fed-comments,2025-10-31T19:32:08Z,"The dollar index (DXY00) on Friday rose by +0.27% and posted a fresh 2.75-month high.  Hawkish comments on Friday from Kansas City Fed President Jeff Schmid, Dallas Fed President Lorie Logan, and Cle… [+5804 chars]",keyword,2025-11-03T09:57:01.597769
